40,330,317,296,316,3,448,138,176,123,129,65,450,41,537,96,63,17,332,209,245,386,57,489,73,42,331,102,69,303,318,409,58,37,132,22,178,451,85,38,98,439,475,290,142,511,159,124,385,371,164,461,474,456,149,490,374,125,561
0.96339614,-0.99359234,-0.99986046,0.14205056,-0.9996568,-0.9952786,-1.0,-0.99976339,-0.99993755,-0.98531027,-0.86704374,-0.590425,-1.0,-0.14083968,-1.0,-0.99993487,-1.0,-0.99986303,-0.99966204,-0.17317874,-0.99928646,-0.99964011,-0.97090521,-0.9999763,-0.99511159,0.11537494,-0.99947584,-0.81994925,-0.74544878,-0.9999865,-0.99986695,-0.99939988,-0.97551037,0.37631389,0.84730796,-0.40774707,-0.99992294,-0.25754888,-0.99357497,0.43512919,-0.99987846,-0.99986371,-0.99997811,-1.0,0.082631682,-0.79310345,0.30109948,-0.97662344,-0.99991861,-1.0,-0.99251927,-0.99993178,-0.99945373,0.27337197,1.0,-0.99990583,0.26370789,-0.99220528,5
0.96656113,-0.9982346,-0.99981329,-0.6925409,-0.99941662,-0.99824528,-1.0,-0.99982242,-0.99990775,-0.98311996,-0.86490382,-0.41005552,-1.0,-0.14155127,-0.94871795,-0.99995974,-1.0,-0.99978838,-0.99969223,0.081568632,-0.99972466,-0.99981369,-0.97058275,-0.9999594,-0.83388211,0.10937881,-0.99976916,-0.8750964,-0.19635929,-0.99998175,-0.99956858,-0.99985891,-0.97850045,-0.013428663,0.83372106,-0.71489166,-0.99994591,-0.048167435,-0.9918457,-0.07269189,-0.99984538,-0.99982491,-0.99998846,0.096774194,0.007469356,-1.0,0.1693948,-0.9890458,-0.9999101,-0.32,-0.9972926,-0.99979432,-0.99985638,0.38756889,-0.047031809,-0.99992807,0.063148268,-0.98912123,5
0.9668781,-0.99938816,-0.99971528,-0.72722732,-0.99900598,-0.99537956,-1.0,-0.99982161,-0.99988715,-0.97629211,-0.86490382,0.0022341317,-1.0,-0.14200984,-0.79487179,-0.99989423,-1.0,-0.99965987,-0.99971845,0.038049101,-0.99964058,-0.99990585,-0.97036812,-0.99993456,-0.70503919,0.10188392,-0.9997249,-0.75362867,-0.32902304,-0.99996162,-0.99965771,-0.99987087,-0.98167231,-0.12469839,0.83372106,-0.59223514,-0.99991584,-0.21668507,-0.98968664,-0.18110479,-0.999795,-0.99967333,-0.9999876,-0.93548387,-0.26094267,-0.86206897,-0.35064613,-0.99355182,-0.99992218,-0.28,-0.99563214,-0.99982823,-0.99995441,-0.42927236,0.032311558,-0.9999347,0.038254326,-0.98637871,5
0.96761519,-0.99980706,-0.9997498,-0.59911799,-0.99971914,-0.99609149,-1.0,-0.99987729,-0.99992506,-0.9913848,-0.88532038,-0.064934877,-0.79310345,-0.14397645,-1.0,-0.99992364,-1.0,-0.999736,-0.99981023,-0.092855878,-0.99976785,-0.99993038,-0.96939971,-0.99996854,-0.38541023,0.099850143,-0.99977484,-0.82080419,-0.29503597,-0.99997667,-0.99994419,-0.99988479,-0.98241965,-0.30569299,0.83416396,-0.62744626,-0.99993955,0.21686246,-0.99349757,-0.36265405,-0.9998829,-0.99994617,-0.99998924,-1.0,-0.93055114,-1.0,-0.72530106,-0.99240732,-0.99999594,-0.28,-0.99664096,-0.99989067,-0.99993054,-0.13511848,0.044553234,-0.99995663,0.16809523,-0.98755418,5
0.9682244,-0.99980566,-0.99985973,-0.6769965,-0.99956396,-0.99813862,-1.0,-0.99984431,-0.99992801,-0.98518357,-0.87015408,-0.25726681,-1.0,-0.14875022,-0.8974359,-0.99996916,-1.0,-0.99985588,-0.9998251,0.18044105,-0.99982937,-0.9999289,-0.96705115,-0.99995541,-0.23747445,0.094485896,-0.99983437,-0.8507439,-0.16669311,-0.99998598,-0.9998627,-0.99984514,-0.98436258,-0.15580432,0.83909061,-0.78655253,-0.99995354,-0.15334258,-0.9924549,-0.18976271,-0.99985994,-0.99986159,-0.99999271,0.096774194,-0.62886099,-1.0,-0.72455753,-0.99237812,-0.99996161,0.04,-0.99647298,-0.99991168,-0.99992595,-0.26547067,-0.1632209,-0.99999624,0.29238418,-0.98740185,5
0.9679482,-0.99994235,-0.99992713,-0.631053,-0.99987853,-0.99733496,-0.93333333,-0.99977803,-0.99993156,-0.9851808,-0.87015408,-0.30222484,-0.93103448,-0.14820997,-1.0,-0.9999512,-1.0,-0.99985699,-0.99988028,0.37033862,-0.99982969,-0.99985903,-0.9673206,-0.99988675,-0.15790588,0.091909715,-0.99981706,-0.77871779,-0.1981248,-0.99998307,-0.99981454,-0.9998633,-0.98527538,-0.20997915,0.83980804,-0.75186908,-0.9999362,-0.36303968,-0.99226635,-0.15106365,-0.99985602,-0.99986155,-0.99998974,-0.61290323,-0.36380107,-1.0,-0.74597924,-0.99211748,-0.99992557,0.52,-0.99601465,-0.99991227,-0.99992626,-0.29007013,-0.11969243,-0.99995261,0.32094497,-0.98307675,5
0.9679295,-0.99960163,-0.99964844,-0.32132967,-0.99904816,-0.99692104,-1.0,-0.99968237,-0.99991608,-0.98817723,-0.88084649,-0.30141075,-1.0,-0.14428214,-1.0,-0.99995571,-1.0,-0.99965834,-0.99947678,0.15592,-0.99981515,-0.99990731,-0.96926606,-0.99983534,-0.12779264,0.093144628,-0.99985148,-0.78792545,-0.42266954,-0.99997378,-0.99981858,-0.99991562,-0.98484817,-0.095852111,0.83923216,-0.63718496,-0.99990022,-0.30712543,-0.98842507,-0.13572875,-0.99976252,-0.99990723,-0.99996995,-0.48387097,-0.37380705,-1.0,-0.68768073,-0.98920571,-0.99992506,0.0,-0.99541459,-0.99988624,-0.99988161,-0.29972931,-0.046887555,-0.99995012,0.20893077,-0.9791538,5
0.96849148,-0.99946582,-0.99976643,-0.66391451,-0.99892189,-0.99655926,-0.86666667,-0.99967636,-0.999925,-0.98910723,-0.87891649,-0.36842726,-1.0,-0.14670536,-1.0,-0.99995658,-1.0,-0.99934107,-0.99961875,0.049663704,-0.99980905,-0.99984103,-0.96803308,-0.99990818,-0.14279819,0.091708159,-0.99989422,-0.80735107,-0.47061829,-0.99996889,-0.99982399,-0.99991022,-0.98531929,-0.16163423,0.83923216,-0.63323942,-0.99990407,-0.088135904,-0.99033964,-0.017120153,-0.99981115,-0.99991958,-0.99998463,-1.0,-0.25547223,-1.0,-0.73265004,-0.98740324,-0.99993506,-0.04,-0.99579433,-0.99990276,-0.99982425,0.045216459,-0.085885263,-0.99997464,0.02694164,-0.97851956,5
0.96848115,-0.99945699,-0.99972041,-0.35986597,-0.99865729,-0.99732847,-1.0,-0.99984495,-0.99994114,-0.99088198,-0.87891649,-0.28790289,-0.79310345,-0.15437401,-1.0,-0.99996979,-1.0,-0.99952783,-0.99996129,0.38267396,-0.99989556,-0.99991709,-0.96412344,-0.99993213,-0.50532381,0.085118255,-0.99990542,-0.8750964,-0.32868686,-0.9999832,-0.9996691,-0.99981908,-0.98745868,-0.16479067,0.84240348,-0.68311724,-0.99994668,-0.1840546,-0.99666607,-0.033767493,-0.99994502,-0.99994076,-0.9999804,-1.0,-0.32309859,-1.0,-0.44248085,-0.99289135,-0.99995441,-0.04,-0.99631178,-0.99993364,-0.99995121,-0.29041469,-0.17102211,-0.99994621,0.25011504,-0.98724152,5
0.96841804,-0.99981235,-0.99943907,-0.6074526,-0.99961837,-0.99480344,-0.53333333,-0.99973165,-0.99980699,-0.98493784,-0.87157112,-0.33139263,-0.79310345,-0.15630201,-1.0,-0.99990077,-1.0,-0.99966171,-0.99978684,0.43069465,-0.99977573,-0.99990932,-0.96313738,-0.99974674,-0.46695203,0.08087447,-0.99941969,-0.75395906,-0.36230751,-0.99993842,-0.99944926,-0.99983266,-0.98880075,-0.17624116,0.83673943,-0.55072132,-0.99978955,-0.17276785,-0.98861504,-0.44765092,-0.99976776,-0.99985746,-0.99993301,-0.29032258,-0.26331754,-1.0,-0.44692136,-0.98730376,-0.99988644,-0.08,-0.99307848,-0.99978905,-0.99987183,-0.48511552,-0.20403478,-0.99985516,0.029956934,-0.98084404,5
0.96920266,-0.99986905,-0.99959235,-0.44876813,-0.99950826,-0.99481511,-1.0,-0.99975356,-0.99984498,-0.98466387,-0.87157112,-0.34724955,-0.72413793,-0.15236144,-1.0,-0.99990192,-1.0,-0.99972388,-0.99964409,0.3731128,-0.99978752,-0.99988618,-0.96520249,-0.99980256,-0.16737037,0.081258077,-0.9993285,-0.75395906,-0.28576279,-0.99995123,-0.99949523,-0.99984249,-0.98868542,0.0085036618,0.83673943,-0.62899733,-0.99979704,-0.27981371,-0.98501751,-0.35591621,-0.99966785,-0.99985277,-0.99994615,-0.5483871,-0.29937421,-1.0,-0.4784977,-0.98821559,-0.99988678,-0.68,-0.99371782,-0.9998054,-0.9998831,-0.48483052,-0.18539224,-0.99986027,0.075871412,-0.98090404,5
0.96925328,-0.99994033,-0.99988557,-0.48118727,-0.99978139,-0.99824595,-0.8,-0.99996395,-0.9999737,-0.99416933,-0.88564296,-0.3704154,-0.5862069,-0.15006376,-0.94871795,-0.99998592,-1.0,-0.99988649,-0.99970499,0.41585726,-0.99995964,-0.99995789,-0.96639363,-0.99997065,0.021171526,0.082931213,-0.99974325,-0.93067589,-0.48408907,-0.9999859,-0.99995862,-0.99997149,-0.98817785,-0.26723866,0.84187441,-0.83802192,-0.99997429,0.076938014,-0.98953173,-0.11897109,-0.99979115,-0.99997168,-0.99998864,-1.0,-0.68062007,-0.93103448,-0.36969406,-0.99556652,-0.99998964,0.04,-0.9975568,-0.99997518,-0.99997547,-0.046324223,0.0059400482,-0.99997749,0.23596642,-0.99579097,5
0.9689963,-0.99995859,-0.99995774,-0.39855198,-0.99964853,-0.99913488,-1.0,-0.99997515,-0.99997627,-0.99544544,-0.88615917,-0.25762636,-1.0,-0.1523621,-1.0,-0.99999415,-1.0,-0.99987726,-0.99981306,0.47983276,-0.99997812,-0.99998108,-0.96520364,-0.99999241,0.0063029914,0.083150803,-0.99985268,-0.93067589,-0.40000946,-0.99999224,-0.99988735,-0.99988663,-0.98811148,-0.035235838,0.84358903,-0.84967219,-0.99998573,0.024244269,-0.99282486,-0.15630495,-0.99986853,-0.99998078,-0.99999762,-0.93548387,-0.6293933,-1.0,-0.72780909,-0.9971092,-0.99996328,-0.28,-0.99888814,-0.9999841,-0.99998157,0.037388303,0.13893261,-0.99998903,0.14741231,-0.99586602,5
0.96904398,-0.99987315,-0.99994614,-0.71874362,-0.99984431,-0.99918834,-0.8,-0.99997472,-0.99998698,-0.99761834,-0.88615917,-0.12575752,-1.0,-0.15414125,-0.94871795,-0.99997488,-1.0,-0.99993598,-0.9998534,0.47104019,-0.99998799,-0.99995185,-0.96428473,-0.99998537,-0.10605303,0.081819604,-0.99983521,-0.8750964,-0.31762766,-0.99998779,-0.99986623,-0.99990271,-0.988517,0.043618841,0.84623834,-0.88821474,-0.99997273,0.26934763,-0.9930363,-0.14385258,-0.99987277,-0.99999253,-0.99999578,-0.096774194,-0.61210568,0.10344828,-0.57422528,-0.99760953,-0.99993591,-0.16,-0.99826836,-0.9999881,-0.99998896,-0.41760797,0.19967143,-0.99997274,-0.022550317,-0.99617388,5
0.94489486,-0.99176455,-0.9991087,0.2336733,-0.9742333,-0.98864079,-0.86666667,-0.96979905,-0.99982079,-0.97753165,-0.85984111,-0.45115692,-1.0,-0.29262334,-1.0,-0.99988631,-1.0,-0.98939981,-0.99980335,-0.52053044,-0.98681145,-0.99986845,-0.85222007,-0.99950519,-0.95151825,-0.021435523,-0.99961291,-0.73942203,-0.96405311,-0.9999376,-0.99892054,-0.99978979,-0.9977753,0.82187193,0.82506425,-0.16320286,-0.99987842,-0.019135493,-0.99104766,0.73765624,-0.99982666,-0.99970428,-0.99974217,-1.0,0.13163019,-1.0,-0.99177193,-0.94186755,-0.99983329,-0.48,-0.99282912,-0.99972857,-0.99710402,0.057176573,0.065536658,-0.9993938,-0.067300167,-0.91159041,5
0.95201342,-0.99949957,-0.9999764,-0.68830851,-0.99918,-0.99683904,-1.0,-0.99278121,-0.99996543,-0.98874836,-0.8747857,-0.66801068,-1.0,-0.26311695,-1.0,-0.99995408,-1.0,-0.99972099,-0.99983278,0.028785268,-0.99693164,-0.99992286,-0.88412852,-0.99981185,-0.94062246,-0.0035761635,-0.99988398,-0.8507439,-0.96439533,-0.99997835,-0.99995062,-0.99977697,-0.9997959,0.32959319,0.84535354,-0.62797094,-0.99997225,-0.29813287,-0.99513244,0.23799944,-0.99991544,-0.99991491,-0.99996191,-0.93548387,-0.044677186,-0.93103448,-0.99166,-0.96725751,-0.99991577,0.04,-0.99694746,-0.99998714,-0.99895934,0.34322014,-0.091823163,-0.99987412,0.31368835,-0.93401801,5
0.95272437,-0.99942457,-0.99992876,-0.6053061,-0.99953025,-0.99694116,-1.0,-0.99934369,-0.99997308,-0.98911045,-0.8748622,-0.28317597,-0.93103448,-0.26509148,-0.94871795,-0.99995123,-1.0,-0.99985807,-0.9999243,0.071744981,-0.99951984,-0.99992698,-0.88229013,-0.99992656,-0.63926683,-0.0077089922,-0.99986228,-0.83927424,-0.79164383,-0.99998598,-0.99995018,-0.9998475,-0.99961135,0.28049739,0.84535354,-0.64563295,-0.99995731,-0.1417567,-0.99605297,0.12711242,-0.99993379,-0.99991962,-0.99998294,-0.67741935,-0.044654792,-1.0,-0.94804831,-0.98218028,-0.99995845,-0.52,-0.99702529,-0.99998275,-0.99966275,0.018924348,-0.21036942,-0.99993128,0.21892784,-0.97436137,5
0.95306401,-0.99979698,-0.99990834,-0.70132095,-0.99977027,-0.99769492,-1.0,-0.9997506,-0.99997942,-0.9891964,-0.8748622,-0.27375121,-1.0,-0.26471825,-1.0,-0.99995318,-1.0,-0.99990377,-0.99986189,0.088873196,-0.99974262,-0.99990527,-0.88264601,-0.99995315,-0.30192345,-0.011556695,-0.99976665,-0.80735107,-0.47077138,-0.99997948,-0.99988405,-0.99989112,-0.99941329,0.15336261,0.84304451,-0.64211168,-0.99994076,0.01317909,-0.99562514,-0.097573537,-0.99992545,-0.99992071,-0.99998236,-0.48387097,-0.035567454,-1.0,-0.8987999,-0.9897621,-0.99995013,-0.24,-0.99736626,-0.99996203,-0.99988146,-0.17965049,-0.16985098,-0.99995497,0.13728835,-0.98196822,5
0.95360569,-0.99992537,-0.99993957,-0.57344999,-0.99991232,-0.99749074,-1.0,-0.99979262,-0.99997727,-0.99128786,-0.87883655,-0.42062727,-1.0,-0.26305774,-0.69230769,-0.9999622,-1.0,-0.99996318,-0.99987439,0.23503767,-0.99989367,-0.99991693,-0.88422429,-0.9999761,-0.18313092,-0.011094388,-0.99985236,-0.82823515,-0.33754638,-0.99998346,-0.99987974,-0.99990554,-0.99944712,0.19087473,0.84277019,-0.70181918,-0.99996858,-0.032881452,-0.99513475,-0.045007306,-0.99991637,-0.99994515,-0.99998953,-0.5483871,-0.3074699,0.44827586,-0.50115438,-0.99769748,-0.99990504,-0.44,-0.99845498,-0.99997108,-0.9999942,-0.49910186,-0.18106363,-0.99998067,0.066680889,-0.99533142,5
0.95359464,-0.99997282,-0.99993738,-0.68622187,-0.99984192,-0.99781139,-0.8,-0.99988814,-0.99998087,-0.99590036,-0.88458597,-0.43365517,-1.0,-0.26348997,-1.0,-0.99997178,-1.0,-0.9999465,-0.9998995,0.2588646,-0.99995176,-0.99995936,-0.88381482,-0.99998252,-0.1620034,-0.011425851,-0.99979433,-0.86267325,-0.24496335,-0.99996792,-0.99988025,-0.99995195,-0.99942462,0.1109392,0.84277019,-0.80591961,-0.9999797,0.047905446,-0.99654064,0.074452759,-0.99994291,-0.99998363,-0.99999638,-0.41935484,-0.65436536,0.44827586,-0.42432631,-0.99754503,-0.99989775,0.0,-0.99929097,-0.99998233,-0.9999848,-0.070108945,0.0073890131,-0.99998573,0.23363094,-0.99504298,5
